Produto_ID,Avaliação,Comentário
542,2.71,Culpa quis nobis reprehenderit officia repudiandae ipsa tempora.
543,2.92,Quidem assumenda nemo officia libero impedit.
544,4.14,Quis aspernatur eum aut inventore.
545,3.35,Eius occaecati sint voluptatem veniam tempore quas.
546,2.64,Sunt placeat blanditiis quaerat porro.
547,2.78,Nostrum iure minus quidem eligendi quidem.
548,2.42,Id quam explicabo ipsam rerum.
549,4.12,Voluptate excepturi pariatur ipsa tempore dolores tempora necessitatibus.
550,2.55,Provident totam temporibus.
551,1.51,Molestias explicabo iusto incidunt.
552,1.0,Soluta placeat dignissimos explicabo.
553,3.32,Maxime quisquam adipisci molestiae quo veritatis vel.
554,4.64,Vel ducimus tempora.
555,3.75,Sapiente quaerat eum sequi deserunt dignissimos.
556,1.36,Eos perferendis eligendi iure officia.
557,2.68,Laborum nihil nisi quia reprehenderit adipisci.
558,2.38,Id esse ullam illo doloribus eveniet eligendi.
559,1.73,Deleniti sequi sunt consequuntur.
560,1.94,Odio corrupti nam totam.
561,2.9,Quidem sequi aperiam nulla dicta soluta.
562,4.48,Aspernatur doloremque incidunt natus illo.
563,4.65,Assumenda atque velit.
564,2.26,Dolore itaque quasi cum explicabo dicta omnis.
565,2.33,Mollitia laudantium deserunt recusandae quas debitis tenetur similique.
566,1.55,Saepe qui ea perferendis quam quod.
567,1.19,Eveniet reprehenderit suscipit atque voluptates.
568,2.5,Aspernatur molestiae rerum suscipit consequuntur nostrum.
569,2.04,Ad nihil cupiditate eaque dolorum corrupti.
570,3.67,Dignissimos quos in odio blanditiis ipsum.
571,2.78,Accusantium rem nostrum dicta asperiores voluptate.
572,2.87,Incidunt placeat aspernatur iste corporis minima.
573,3.69,Natus id hic magni sint maiores.
574,2.28,Temporibus repudiandae ratione quod.
575,3.49,Ex aliquid ea perspiciatis distinctio soluta.
576,1.18,Animi veniam ea quod dolores fugiat ducimus.
577,1.97,Esse minus dolorum quia accusamus.
578,1.82,Suscipit quod quas sequi deserunt sunt cumque.
579,2.69,Quas iure sequi cupiditate harum.
580,1.27,Animi ratione impedit voluptatibus fugit.
581,3.49,Iure optio cupiditate fugit minima deleniti neque.
582,1.17,Maiores voluptatum sequi odio ab consequuntur ullam.
583,4.85,Repellendus officiis fuga mollitia aliquam fugiat.
584,2.76,Cupiditate eos blanditiis ipsum saepe.
585,2.52,Repellendus vero possimus expedita porro expedita.
586,4.94,Autem architecto sapiente similique est dolor.
587,1.35,Repellat reiciendis totam aliquid deleniti ducimus.
588,2.29,Sit inventore dolores.
589,1.22,Quod corrupti at autem.
590,1.48,Corrupti perferendis laudantium quidem facilis dignissimos molestiae temporibus.
591,1.51,Aut amet molestias blanditiis architecto est impedit excepturi.
592,3.38,Esse eius est et nulla.
593,3.24,Veritatis expedita sit tenetur tenetur cupiditate pariatur in.
594,2.04,Et eum cupiditate illum soluta tenetur.
595,3.28,Fugiat quas porro adipisci minus.
596,2.54,Voluptates saepe expedita rem illum eum nihil.
597,3.49,Ea itaque nemo optio dolor vel.
598,4.14,Soluta cumque minima id.
599,1.8,Quisquam voluptas ad.
600,2.63,Aperiam odit tempora numquam earum molestiae.
601,4.32,Vel incidunt optio maiores magni sapiente veniam.
602,1.73,Repudiandae harum deserunt nam architecto alias occaecati.
603,2.16,Provident id tempore fuga.
604,2.44,Iste illum velit odio.
605,3.6,Sequi pariatur pariatur repellat temporibus ducimus pariatur sint.
606,1.08,Molestias corrupti suscipit cum.
607,3.15,Voluptates reprehenderit dolore nihil.
608,1.27,Reiciendis ut hic laudantium quidem temporibus.
609,3.32,Dolor dolores eaque.
610,2.54,Nobis illo accusantium.
611,1.48,Ullam rerum amet earum aut reiciendis.
612,3.26,Eum earum iste.
613,2.77,Rem repellat rerum molestias cum architecto.
614,1.35,Debitis exercitationem dolorem aspernatur sapiente cupiditate commodi.
615,3.97,Deleniti occaecati delectus illum dolorem.
616,2.74,Pariatur numquam consectetur sapiente.
617,1.8,Tenetur fuga ea.
618,4.8,Molestias in porro porro.
619,4.42,Est occaecati optio cumque voluptatibus provident eaque rem.
620,1.4,Unde neque numquam quidem tempore deleniti ipsa.
621,4.2,Sunt temporibus minus eligendi ex.
622,2.29,Odit eligendi mollitia.
623,3.33,Animi cum ipsum animi ipsam occaecati accusantium.
624,1.07,Ullam accusamus nesciunt distinctio nisi facere ea.
625,4.1,Exercitationem quo accusamus accusantium similique sunt error.
626,2.85,A laudantium facilis quaerat quaerat.
627,3.76,Quas ullam earum culpa dolores incidunt non.
628,2.83,Neque assumenda perspiciatis praesentium iste enim id nemo.
629,3.05,Vel consectetur perferendis nobis.
630,1.8,Necessitatibus magnam quod optio vero reprehenderit.
631,3.84,Hic eos perferendis.
632,4.79,Dolorum asperiores corporis deleniti voluptas.
633,1.58,Eum ipsa sint hic est facilis.
634,4.51,Soluta vitae a illo qui aperiam sunt.
635,4.49,Incidunt esse perspiciatis officia autem praesentium doloribus.
636,4.25,Id minima maxime quis.
637,2.52,A reiciendis recusandae minima iure dicta.
638,2.22,Laborum similique minus quis.
639,1.85,Recusandae totam vel amet nobis.
640,3.81,Sunt laborum possimus placeat.
641,2.94,Ut odit pariatur suscipit molestiae blanditiis ab.
642,3.46,Neque facilis iste quisquam quia reiciendis aliquam autem.
643,1.13,Illum sapiente non dolorum officia.
644,3.73,Minima quisquam odit maiores voluptatem delectus officia doloremque.
645,3.28,Molestias voluptatem animi quam.
646,1.91,Asperiores ducimus aperiam nam consequatur.
647,3.43,Provident laboriosam minima voluptas sunt dolores rem tenetur.
648,2.09,Distinctio accusamus ab molestiae quam dicta beatae.
649,3.23,Placeat voluptatibus placeat sunt.
650,1.79,Modi voluptates quam ratione voluptate.
651,4.45,Necessitatibus blanditiis consequatur necessitatibus accusamus ad quod.
652,1.68,Accusamus beatae nemo numquam.
653,4.22,Voluptas magnam laudantium voluptate consectetur quas nihil.
654,3.78,Culpa esse pariatur adipisci dolores neque.
655,1.92,Inventore nisi exercitationem aperiam.
656,2.35,Voluptas quasi aspernatur voluptatum illum ipsum.
657,4.52,Eos non reiciendis odit corrupti voluptates sunt labore.
658,3.31,Neque beatae architecto neque.
659,2.68,Ipsam aspernatur perspiciatis aut doloremque suscipit eius natus.
660,4.08,Eveniet recusandae nesciunt tenetur.
661,2.05,Atque natus repellat doloremque explicabo.
662,2.5,Sit aliquam nesciunt quo quos quis esse laboriosam.
663,2.72,Consequatur molestiae a in iusto dolore tempore.
664,1.45,Quibusdam quas minima ratione placeat.
665,1.49,Amet veniam blanditiis asperiores.
666,2.98,Consectetur culpa dolorem fugiat.
667,1.84,Error ex numquam.
668,2.2,Autem ipsa laborum facilis.
669,1.04,Sit illum sint sed soluta.
670,4.77,Sint ullam corporis praesentium enim facere.
671,3.46,Maiores a aliquam eligendi.
672,1.02,Libero optio placeat provident exercitationem soluta.
673,1.9,Totam amet molestiae amet aspernatur adipisci.
674,3.54,Tempore quibusdam eum modi.
675,2.88,Et amet omnis commodi sed est.
676,2.13,Modi ex necessitatibus ipsum fugit.
677,2.65,Facere provident quibusdam optio voluptatibus omnis molestias.
678,1.82,Non quis explicabo soluta et magni occaecati assumenda.
679,3.1,Dolores impedit accusantium eligendi dolor neque.
680,1.93,Aliquid minus qui omnis.
681,4.72,Aliquam ipsam repellat nulla natus.
682,2.31,Omnis facere rem nesciunt.
683,4.86,Pariatur esse similique quibusdam voluptatem quibusdam repudiandae.
684,2.46,Reiciendis repellendus sint hic culpa odit omnis nemo.
685,1.37,Alias ipsam minus amet libero porro dolore error.
686,1.07,Laborum tenetur provident quae dolor.
687,4.29,Magnam officiis illum rem quis.
688,3.74,Ullam incidunt nisi nam.
689,4.88,Porro reprehenderit doloribus illum quo possimus ducimus.
690,1.89,Dicta architecto vel voluptas maxime.
691,1.67,Cupiditate atque quaerat expedita dolores quisquam repellendus.
692,4.18,Cupiditate rem incidunt vel veniam deserunt.
693,3.31,Quos quae porro provident.
694,4.07,Repudiandae dicta laudantium maxime est quaerat.
695,2.46,Ducimus corrupti repellendus rerum eum dolorem.
696,3.36,Voluptates nam aliquid doloribus.
697,1.68,Deleniti reprehenderit libero.
698,2.18,Aut vero officia.
699,4.5,Saepe accusamus iusto ratione dolor.
700,1.02,Numquam iste aut consequuntur vero ipsum maxime aliquam.
701,3.91,Eius deserunt ducimus exercitationem aperiam vero error.
702,3.89,Explicabo architecto ex delectus.
703,2.17,Eaque ut itaque corporis esse molestias ipsam.
704,4.43,Ratione quod non repellendus consequatur.
705,3.67,Nisi eos error commodi ea possimus fugit.
706,1.23,Architecto asperiores debitis debitis animi magni dolor officia.
707,1.52,Repellendus veritatis deserunt molestiae error fugit.
708,3.4,Esse suscipit eius ipsa.
709,1.35,Enim et numquam beatae occaecati dolores.
710,1.5,Impedit exercitationem aliquam totam maxime commodi id.
711,1.65,Incidunt asperiores atque neque unde.
712,1.78,Beatae voluptate ipsam corporis.
713,2.2,Dolorem fuga ipsum expedita saepe a ipsum.
714,4.67,Explicabo maxime alias a debitis.
715,2.99,Amet voluptatem facilis laborum.
716,2.54,Officiis architecto earum est unde ullam placeat.
717,3.16,Quibusdam itaque nisi aliquam dolor adipisci ab.
718,4.32,Ab ab tenetur aperiam nostrum fugiat.
719,3.02,Velit doloribus fugiat fugiat.
720,2.52,Quae necessitatibus aperiam quia illo.
721,1.33,Illum nesciunt repellendus nam eaque ipsam.
722,2.91,Possimus provident labore.
723,1.53,Ut autem nulla.
724,3.52,Voluptatibus magnam tempore ad reiciendis.
725,1.14,Numquam fugiat ea dolorum nesciunt.
726,4.23,Dolorum natus sunt aliquid doloremque praesentium magnam.
727,2.11,Fugit in dicta eius voluptas reprehenderit.
728,2.29,Dolor nisi accusamus cumque nostrum reiciendis repellat.
729,2.26,Nostrum quia accusantium velit.
730,2.61,Deleniti nesciunt pariatur labore fuga.
731,2.35,Odio error laudantium quia.
732,4.05,Illo ipsa ipsum facere.
733,4.08,Nemo sit praesentium aspernatur natus ducimus.
734,1.78,Facere quod maiores.
735,3.23,Vitae tempora odit rem ipsa eligendi soluta iste.
736,3.25,Qui expedita quos rem rerum sapiente.
737,4.18,Praesentium possimus officiis iste cupiditate facilis voluptatem eos.
738,1.72,Repellendus tempore in.
739,4.08,Enim numquam quis suscipit similique rem sit.
740,4.16,Voluptate mollitia sit assumenda.
741,2.58,Incidunt distinctio sequi quas provident tempora nostrum.
742,1.21,Quod eum recusandae cumque iure alias.
743,4.36,Totam rerum et enim consequatur at.
744,2.23,Quia culpa quisquam eligendi neque recusandae esse.
745,4.44,Eligendi commodi animi laboriosam.
746,1.1,Consequuntur dolore assumenda vero repudiandae adipisci.
747,2.65,Reiciendis libero magni voluptate ipsa dolorem quod.
748,1.42,Nesciunt optio molestias deserunt provident nemo.
749,4.3,Molestiae natus exercitationem consequatur distinctio.
750,1.34,Labore neque culpa nesciunt ipsum quae ad.
751,1.43,Tenetur non sit quae omnis.
752,2.94,Suscipit harum cum incidunt.
753,3.05,Eveniet labore nihil saepe quae.
754,2.31,Odit deleniti nemo qui quia earum iure quaerat.
755,4.98,Aperiam corrupti consequuntur excepturi assumenda voluptatibus.
756,4.5,Vero illum facilis neque placeat.
757,4.79,Quas repudiandae mollitia corrupti nam.
758,1.97,Dolorum voluptates molestias nam nobis.
759,1.8,Accusantium aperiam nesciunt corporis eius.
760,4.37,Ipsum sapiente maiores repudiandae eligendi culpa ab.
761,4.11,Temporibus assumenda reprehenderit totam eveniet dolores deserunt.
762,3.29,Excepturi amet officia odio.
763,3.23,Voluptas eos voluptate sint ullam quis.
764,2.26,Illum nam consequuntur quidem odit aut.
765,2.7,Ipsum natus provident non laboriosam occaecati qui.
766,4.91,Adipisci quisquam corporis itaque magnam.
767,2.29,Aut tempora fugit qui tenetur quae magni.
768,4.77,Esse autem quidem.
769,1.58,Corporis numquam blanditiis vero assumenda.
770,4.47,Impedit nemo rerum numquam magnam amet delectus.
771,4.5,Impedit numquam ratione laborum nam et.
772,3.92,Quasi sequi odio architecto.
773,2.12,Quas dolores dolores aperiam voluptatem.
774,2.3,Accusantium voluptates ex delectus.
775,1.29,Adipisci blanditiis quod voluptatem.
776,1.54,Qui eaque tempora.
777,3.33,Neque nemo laudantium repellendus possimus.
778,4.01,Tempore minus enim facilis rerum facere magnam.
779,1.21,Rem error quidem.
780,4.86,Debitis necessitatibus voluptatibus neque quisquam eos perferendis animi.
781,4.33,Id omnis veniam distinctio numquam sequi.
782,1.91,Ipsa incidunt earum assumenda mollitia hic ex aut.
783,3.81,Nulla sapiente neque excepturi unde quas.
784,2.59,Eaque voluptates porro vero repudiandae impedit optio.
785,1.2,Nesciunt nihil atque vero dolor corporis.
786,3.98,Magnam in quod corporis aliquam quos.
787,2.36,Maiores hic dolor eaque ea itaque.
788,2.64,Distinctio similique rerum.
789,2.76,Porro ratione id ullam.
790,2.6,Dolor corrupti dolorem id assumenda consequuntur.
791,1.36,Nulla reprehenderit ea nihil quam.
792,4.24,Corrupti earum iusto eius.
793,4.42,Nesciunt necessitatibus adipisci sequi laudantium dolores adipisci.
794,1.67,Rem facilis commodi saepe harum.
795,3.68,Sed odio perspiciatis eius architecto.
796,3.4,Eius quisquam alias ducimus.
797,3.15,Iste voluptates ex explicabo maiores.
798,2.82,Expedita quibusdam veniam aperiam eos perferendis quos ea.
799,1.84,Numquam veritatis veniam dicta saepe nihil fuga.
800,2.03,Exercitationem quasi iusto dolor atque deserunt.
801,2.87,Porro sunt cum iste dolores nulla at.
802,4.44,Itaque tenetur ratione esse quod.
803,3.49,Debitis quia eaque.
804,1.15,Reiciendis optio quod similique impedit ea error nisi.
805,2.29,Eveniet soluta excepturi eum reprehenderit.
806,2.43,Mollitia aliquam amet accusantium veniam.
807,3.6,Neque voluptate consequuntur maxime.
808,2.13,Facilis quas qui doloribus.
809,3.01,Odit eaque exercitationem minima ipsa quia laudantium.
810,3.0,Commodi perspiciatis quas adipisci earum voluptas veniam.
811,4.57,Amet et itaque fuga placeat labore.
812,2.58,Labore tempora aperiam.
813,3.86,Beatae veritatis iusto sunt excepturi dignissimos.
814,2.76,Itaque expedita illo recusandae harum iusto a adipisci.
815,1.56,Nisi voluptatem cumque natus.
816,3.65,Laudantium ea aliquam explicabo repudiandae.
817,4.65,Cumque laudantium iste vel nihil.
818,1.09,Cupiditate assumenda sapiente repellendus dolor alias nesciunt at.
819,2.07,Quos dolorem porro odit commodi.
820,2.84,Esse ipsa laborum autem et voluptas.
821,2.11,Totam et quos numquam at dolores laboriosam.
822,4.08,Soluta impedit atque.
823,1.78,Necessitatibus consequuntur hic accusamus iusto.
824,2.66,Quasi deserunt dolorum hic.
825,3.77,Dicta animi ipsa corrupti quos error.
826,1.33,Architecto corrupti fuga vero.
827,2.08,Inventore quam vero optio porro.
828,3.38,Sequi alias occaecati.
829,2.25,Autem fugiat quia itaque.
830,3.72,Voluptatum debitis in dolores maxime natus.
831,1.14,Perferendis ut aspernatur laborum ipsum qui modi.
832,1.8,Perferendis possimus eligendi.
833,3.01,Nihil magni tenetur tempora quisquam illum.
834,1.83,Ipsa quisquam expedita quis architecto sint laborum.
835,4.52,Et nostrum consequuntur earum excepturi eius perferendis.
836,2.27,Modi rem voluptate quidem possimus maiores eveniet.
837,4.13,Nam fugiat necessitatibus doloremque doloremque voluptatum ex.
838,4.79,Odit veniam doloremque architecto rerum labore inventore.
839,2.27,Minus quo fugiat occaecati.
840,1.14,Incidunt deserunt reprehenderit tempore.
841,2.88,Ipsa consequuntur magni ipsam eaque nihil.
842,3.32,Accusantium cupiditate dolores reiciendis maxime.
843,1.46,Fugit laboriosam quos ducimus.
844,4.3,Dolorem iure commodi doloribus.
845,2.53,Dignissimos cupiditate voluptas facilis incidunt voluptatibus suscipit.
846,3.37,Natus voluptatem ad molestias deleniti voluptate iure.
847,1.52,Illo doloribus magnam neque illum.
848,2.56,Nostrum aliquam atque itaque assumenda.
849,4.01,Voluptates laudantium provident adipisci.
850,1.03,Perspiciatis voluptate repudiandae ad consectetur.
851,4.13,Quisquam quasi impedit odio distinctio enim.
852,3.04,Recusandae sed dolor accusantium quam deserunt saepe.
853,2.73,Aspernatur nobis nulla.
854,4.74,Velit harum odit facere rerum tempora.
855,1.01,Nemo incidunt dolorem blanditiis.
856,3.3,Facilis fugiat fugiat aliquam.
857,2.61,Aperiam quod ipsum sapiente.
858,1.46,Fugiat harum ab officia suscipit enim earum.
859,3.16,Voluptates ipsam minima dolores exercitationem sapiente similique.
860,4.22,Aut sint dignissimos delectus.
861,2.22,Vitae ipsum voluptates.
862,1.46,Ratione delectus ullam.
863,2.4,Odit quod harum fugit.
864,4.27,Odio numquam architecto inventore iusto animi.
865,4.42,Ea doloremque optio exercitationem magni.
866,4.81,Maiores repellat autem illum voluptas cum doloribus quia.
867,4.7,Aliquid quis voluptas unde voluptatibus.
868,4.35,Eos assumenda odit commodi perferendis repudiandae.
869,4.54,Aliquam facere maiores asperiores esse laborum.
870,2.94,Ratione ut culpa distinctio dolorum rerum nisi.
871,1.39,Perferendis quibusdam quam sunt est itaque quia.
872,3.22,Doloribus velit quod labore ea veritatis eligendi.
873,4.09,Voluptas officiis mollitia tempora consectetur.
874,3.86,Aliquid a magnam quaerat libero.
875,1.79,Vel nulla at laudantium assumenda assumenda ut.
876,2.61,Consectetur atque quisquam accusantium error.
877,1.55,Dolor quos architecto similique ad beatae iusto.
878,4.97,Reiciendis nulla nam repudiandae odit cum.
879,3.39,Odit eligendi eveniet tempora neque natus praesentium quaerat.
880,1.13,Similique illo repellat autem voluptates eum explicabo.
881,3.18,Ratione quae placeat.
882,4.31,Adipisci nihil vel ducimus.
883,2.23,Quaerat quia natus voluptatum atque.
884,2.05,Omnis aliquid ea expedita.
885,2.84,Dolor ut facilis voluptates suscipit quia.
886,1.88,Iure excepturi delectus occaecati facilis.
887,4.59,Quaerat cum recusandae iste ullam ab at eius.
888,2.51,Nisi dicta inventore iure culpa.
889,1.13,Iure mollitia dolorem aperiam asperiores maiores.
